0,543159.962,1560600.826,0.0,STN,PC
1,543219.123,1560612.552,0.0,STN,PI
2,543274.903,1560589.617,0.0,STN,PT
3,543198.847,1560404.643,0.0,STN,O
4,543159.962,1560600.826,0.0,PT,000
5,543168.409,1560602.313,0.0,PT,009
6,543188.295,1560604.364,0.0,PT,029
7,543208.287,1560604.420,0.0,PT,049
8,543228.184,1560602.479,0.0,PT,069
9,543247.788,1560598.562,0.0,PT,089
10,543266.903,1560592.707,0.0,PT,109
11,543274.903,1560589.617,0.0,PT,117
